TotalGenerations	Demes	TotalKappa	migration	isGlobal	mutation	frequency	growth	s	r	z	replicates	Rescue	Error
4800.00000	4.00000	20000.00000	0.03162	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.39100	0.03966
4800.00000	4.00000	20000.00000	0.03162	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.57900	0.04012
4800.00000	4.00000	20000.00000	0.03162	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.46800	0.04055
4800.00000	4.00000	20000.00000	0.03162	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.56500	0.04029
4800.00000	4.00000	20000.00000	0.04642	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.20100	0.03257
4800.00000	4.00000	20000.00000	0.04642	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.48400	0.04061
4800.00000	4.00000	20000.00000	0.04642	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.44800	0.04041
4800.00000	4.00000	20000.00000	0.04642	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.53700	0.04052
4800.00000	4.00000	20000.00000	0.06813	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.01700	0.01051
4800.00000	4.00000	20000.00000	0.06813	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.35300	0.03884
4800.00000	4.00000	20000.00000	0.06813	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.31500	0.03775
4800.00000	4.00000	20000.00000	0.06813	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.57200	0.04021
4800.00000	4.00000	20000.00000	0.10000	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
