TotalGenerations	Demes	TotalKappa	migration	isGlobal	mutation	frequency	growth	s	r	z	replicates	Rescue	Error
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.10000	0.10000	0.02000	1000.00000	0.52800	0.04057
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.10000	0.50000	0.02000	1000.00000	0.37000	0.03924
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.10000	0.90000	0.02000	1000.00000	0.29700	0.03714
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.50000	0.10000	0.02000	1000.00000	0.36300	0.03908
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13000	0.02733
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.50000	0.90000	0.02000	1000.00000	0.10100	0.02449
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	1.00000	0.10000	0.02000	1000.00000	0.34700	0.03869
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	1.00000	0.50000	0.02000	1000.00000	0.08100	0.02217
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	1.00000	0.90000	0.02000	1000.00000	0.04400	0.01667
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.10000	0.10000	0.02000	1000.00000	0.51300	0.04062
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.10000	0.50000	0.02000	1000.00000	0.32600	0.03810
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.10000	0.90000	0.02000	1000.00000	0.30600	0.03745
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.50000	0.10000	0.02000	1000.00000	0.36500	0.03913
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.11900	0.02631
