TotalGenerations Demes TotalKappa migration isGlobal mutation mutantFrequency growth s r z replicates Rescue Error
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00010	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00010	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00015	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00015	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00015	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00015	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00022	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00022	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00022	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00022	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00032	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00032	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00032	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00032	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00046	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00046	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00046	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00046	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00068	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00068	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00068	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00068	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00100	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00100	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00100	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00100	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00147	1.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00147	1.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00147	0.00000	0.00005	0.00010	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.00147	0.00000	0.00005	0.00010	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
